date,office,title,detail,url
2020-01-21,Ministerio de Hacienda,Presupuesto aprobado y votado de 2020,"Resolución final, concediendo el acceso a la información, pero el oficial aclara que se hace entrega en versión publica del presupuesto, es decir que los datos de la OIE quedan reservados, por el decreto ejecutivo.  UAIP_RES_018_2_2020,  del caso MH-2020-018",https://alac.funde.org/requests/5e178c640634d8e44d841e1d
2020-01-22,Ministerio de Hacienda,Presupuesto aprobado y votado de 2020,Petición pasa a cerrada,https://alac.funde.org/requests/5e178c640634d8e44d841e1d
2020-01-22,Ministerio de Hacienda,Presupuesto aprobado y votado de 2020,De la respuesta emitida por el oficial se interpondrá apelación ante el IAIP.,https://alac.funde.org/requests/5e178c640634d8e44d841e1d
2020-01-27,Asamblea Legislativa,Proceso de contratación en la Asamblea ,Se reenvió la solicitud.,https://alac.funde.org/requests/5e17ab7a0634d8e44d842bcb
2020-01-27,Presidencia de la República,"Registro diario del objeto específico de gastos 54315, de noviembre a diciembre 2019",Petición creada,https://alac.funde.org/requests/5e2f17d80634d8e44d881bae
2020-01-27,Presidencia de la República,Registro aplicado con cargo al objeto específico de gastos asignados a la OIE del presupuesto 2020.,Petición enviada,https://alac.funde.org/requests/5e2f15ba0634d8e44d881a90
2020-01-27,Presidencia de la República,Registro aplicado con cargo al objeto específico de gastos asignados a la OIE del presupuesto 2020.,Petición creada,https://alac.funde.org/requests/5e2f15ba0634d8e44d881a90
2020-01-27,Ministerio de Hacienda,Proyectos del Presupuesto General del Estado de los años 2012 al 2018.,Petición enviada,https://alac.funde.org/requests/5e2f05070634d8e44d881123
2020-01-27,Ministerio de Hacienda,Proyectos del Presupuesto General del Estado de los años 2012 al 2018.,Petición creada,https://alac.funde.org/requests/5e2f05070634d8e44d881123
2020-01-27,Presidencia de la República,"Registro diario del objeto específico de gastos 54315, de noviembre a diciembre 2019",Petición enviada,https://alac.funde.org/requests/5e2f17d80634d8e44d881bae
2020-01-27,Asamblea Legislativa,Personal contratado por la AL asignada a la fracción del partido GANA,Se reenvió la solicitud.,https://alac.funde.org/requests/5e17ac150634d8e44d842c2c
2020-01-28,Ministerio de Hacienda,Proyectos del Presupuesto General del Estado de los años 2012 al 2018.,Petición recibida. MH-2020-029.,https://alac.funde.org/requests/5e2f05070634d8e44d881123
2020-01-28,Presidencia de la República,Registro aplicado con cargo al objeto específico de gastos asignados a la OIE del presupuesto 2020.,Admisión. Ref. UAIP 025-2020. Fecha probable de respuesta 7-02-2020.,https://alac.funde.org/requests/5e2f15ba0634d8e44d881a90
2020-01-28,Ministerio de Hacienda,Declaración consolidada de renta e IVA de los años 2014 a 2018.,Petición enviada,https://alac.funde.org/requests/5e309f730634d8e44d88734f
2020-01-28,Ministerio de Hacienda,Declaración consolidada de renta e IVA de los años 2014 a 2018.,Petición creada,https://alac.funde.org/requests/5e309f730634d8e44d88734f
2020-01-28,Presidencia de la República,"Registro diario del objeto específico de gastos 54315, de noviembre a diciembre 2019",Admisión. Ref. 026-2020. Fecha probable de respuesta 7 feb/20,https://alac.funde.org/requests/5e2f17d80634d8e44d881bae
2020-01-30,Ministerio de Hacienda,Proyectos del Presupuesto General del Estado de los años 2012 al 2018.,"Admisión. UAIP_RES_029_1_2020,  del caso MH-2020-029. Fecha probable de respuesta en 20 días, 24-02-2020.",https://alac.funde.org/requests/5e2f05070634d8e44d881123
2020-01-31,Ministerio de Hacienda,Declaración consolidada de renta e IVA de los años 2014 a 2018.,Notifican prevención a la petición en la cual requieren que la petición sea mas clara y precisa. UAIP/PREV/MH-DGII-2020-0022.,https://alac.funde.org/requests/5e309f730634d8e44d88734f
2020-02-03,Ministerio de Justicia y Seguridad Pública,Copia de los memorandos emitidos por Osiris Luna al Ministro de Justicia-10-10-2019.,Petición enviada.,https://alac.funde.org/requests/5e399cf00634d8e44d8980aa
2020-02-04,Ministerio de Hacienda,Declaración consolidada de renta e IVA de los años 2014 a 2018.,Remitió escrito subsanando la prevención.,https://alac.funde.org/requests/5e309f730634d8e44d88734f
2020-02-04,Ministerio de Justicia y Seguridad Pública,Copia de los memorandos emitidos por Osiris Luna al Ministro de Justicia-10-10-2019.,Petición creada,https://alac.funde.org/requests/5e399cf00634d8e44d8980aa
2020-02-05,Presidencia de la República,Gabinete de Gobierno administración Nayib Bukele,Petición creada,https://alac.funde.org/requests/5e3aefdb0634d8e44d89cde8
2020-02-05,Presidencia de la República,Gabinete de Gobierno administración Nayib Bukele,Petición enviada,https://alac.funde.org/requests/5e3aefdb0634d8e44d89cde8
2020-02-06,Ministerio de Hacienda,Declaración consolidada de renta e IVA de los años 2014 a 2018.,El oficial de la DGII remitió constancia de recepción de trámite y resolución de admisión a la petición. Fecha de respuesta el 20-02-2020.,https://alac.funde.org/requests/5e309f730634d8e44d88734f
2020-02-06,Dirección General de Impuestos Internos,Declaración consolidada de renta e IVA de los años 2014 a 2018.,El oficial de la DGII remitió constancia de recepción de trámite y resolución de admisión a la petición. Fecha de respuesta el 20-02-2020.,https://alac.funde.org/requests/5e41b96e0634d8e44d8aad63
2020-02-06,Presidencia de la República,Gabinete de Gobierno administración Nayib Bukele,"La oficial previno la petición en el sentido de ser claro en cuanto al ""periodo del cual  requieren la información"". ",https://alac.funde.org/requests/5e3aefdb0634d8e44d89cde8
2020-02-07,Presidencia de la República,Registro aplicado con cargo al objeto específico de gastos asignados a la OIE del presupuesto 2020.,Resolución ampliando plazo de respuesta a la petición por 5 días hábiles adicionales. Fecha de respuesta 14-02-2020.,https://alac.funde.org/requests/5e2f15ba0634d8e44d881a90
2020-02-07,Presidencia de la República,"Registro diario del objeto específico de gastos 54315, de noviembre a diciembre 2019",Resolución ampliando el plazo por 5 días hábiles adicionales. Fecha de respuesta el 14-02-2020,https://alac.funde.org/requests/5e2f17d80634d8e44d881bae
2020-02-10,Presidencia de la República,Comisionados propietarios y suplentes de sector periodismo electos para el periodo 2020 para el IAIP.,Petición creada,https://alac.funde.org/requests/5e41c64a0634d8e44d8ab5d5
2020-02-10,Presidencia de la República,Gabinete de Gobierno administración Nayib Bukele,"Atendiendo a la prevención, se remitió escrito subsanando el requerimiento y aclarando que el periodo solicitado es desde 1 de junio de 2019 al 2025. Además se amplió la petición en cuanto a que se requieren la modificaciones del gabinete hasta la fecha en cuanto a nombre de funcionarios y cargos. UAIP 048-2020.",https://alac.funde.org/requests/5e3aefdb0634d8e44d89cde8
2020-02-10,Presidencia de la República,Comisionados propietarios y suplentes de sector periodismo electos para el periodo 2020 para el IAIP.,Petición enviada,https://alac.funde.org/requests/5e41c64a0634d8e44d8ab5d5
2020-02-11,Presidencia de la República,Gabinete de Gobierno administración Nayib Bukele,"Se consultó el link del portal de transparencia de capres, y efectivamente se logro descarga la información sobre el gabinete de gobierno conformado por Ministros, Viceministros y Secretarios, e Instituciones autónomas.",https://alac.funde.org/requests/5e3aefdb0634d8e44d89cde8
2020-02-11,Presidencia de la República,Gabinete de Gobierno administración Nayib Bukele,"Se admitió el requerimiento c) en cuanto a las modificaciones del gabinete, pero los requerimientos a) y b) se declaró improcedente debido a que la información se encuentra publicada en el portal de transparencia y en el link: www.transparencia.gob.sv/institutions/capres/documents/otra-informacion-de-interes La fecha de respuesta es el 23-02-20.",https://alac.funde.org/requests/5e3aefdb0634d8e44d89cde8
2020-02-11,Presidencia de la República,"Memorandos dirigidos MJSP, PNC, CJM para la convocatoria del 9 de febrero de 2020.",Petición enviada,https://alac.funde.org/requests/5e45756f0634d8e44d8b39e5
2020-02-11,Presidencia de la República,"Memorandos dirigidos MJSP, PNC, CJM para la convocatoria del 9 de febrero de 2020.",Petición creada,https://alac.funde.org/requests/5e45756f0634d8e44d8b39e5
2020-02-11,Presidencia de la República,Comisionados propietarios y suplentes de sector periodismo electos para el periodo 2020 para el IAIP.,"La oficial previno la solicitud, en la cual solicitó que se aclare en cuanto al termino utilizado en cuanto ""cuerdo de elección"". Porque lo correcto seria acuerdo de nombramiento. UAIP 057-2020.",https://alac.funde.org/requests/5e41c64a0634d8e44d8ab5d5
2020-02-12,Ministerio de Hacienda,Registros de la ejecución mensual del gasto por clasificación presupuestaria de los ejercicios fiscales de 2007 a 2019.,"Resolución final, concediendo el acceso a la información, entregando información parcial, porque la que corresponde información financiera de la OIE se encuentra reservada e incluso existe un proceso abierto ante la Cámara de lo Contencioso Administrativo. UAIP_RES_0022_2_2020",https://alac.funde.org/requests/5e1e41db0634d8e44d855a37
2020-02-13,Presidencia de la República,"Memorandos dirigidos MJSP, PNC, CJM para la convocatoria del 9 de febrero de 2020.",Admisión. Ref. UAIP 058-2020. Fecha de respuesta el 24-02-2020.,https://alac.funde.org/requests/5e45756f0634d8e44d8b39e5
2020-02-13,Presidencia de la República,"Registro diario del objeto específico de gastos 54315, de noviembre a diciembre 2019","Resolución final, la oficial entregó el registro diario solicitado. ",https://alac.funde.org/requests/5e2f17d80634d8e44d881bae
2020-02-13,Ministerio de Hacienda,Registros de la ejecución mensual del gasto por clasificación presupuestaria de los ejercicios fiscales de 2007 a 2019.,Petición pasa a cerrada,https://alac.funde.org/requests/5e1e41db0634d8e44d855a37
2020-02-13,Presidencia de la República,Comisionados propietarios y suplentes de sector periodismo electos para el periodo 2020 para el IAIP.,"Atendiendo a la prevención, se remitió a la UAIP la subsanación.",https://alac.funde.org/requests/5e41c64a0634d8e44d8ab5d5
2020-02-14,Presidencia de la República,Registro aplicado con cargo al objeto específico de gastos asignados a la OIE del presupuesto 2020.,"Resolución final, la oficial entregó información consistente presupuesto 2020, el monto votado y aprobado de la OIE. UAIP 025-2020.",https://alac.funde.org/requests/5e2f15ba0634d8e44d881a90
2020-02-14,Presidencia de la República,Registro aplicado con cargo al objeto específico de gastos asignados a la OIE del presupuesto 2020.,Petición pasa a cerrada,https://alac.funde.org/requests/5e2f15ba0634d8e44d881a90
2020-02-14,Presidencia de la República,"Registro diario del objeto específico de gastos 54315, de noviembre a diciembre 2019",Petición pasa a cerrada,https://alac.funde.org/requests/5e2f17d80634d8e44d881bae
2020-02-17,Ministerio de Hacienda,Declaración consolidada de renta e IVA de los años 2014 a 2018.,"Resolución final, concediendo el acceso a la información. UAIP/RES/MH-DGII-2020-0022.",https://alac.funde.org/requests/5e309f730634d8e44d88734f
2020-02-19,Ministerio de Salud,Compras de medicamentos de julio a diciembre 2019.,Petición creada,https://alac.funde.org/requests/5e4db6550634d8e44d8caa25
2020-02-19,Ministerio de Salud,Compras de medicamentos de julio a diciembre 2019.,Petición enviada,https://alac.funde.org/requests/5e4db6550634d8e44d8caa25
2020-02-20,Presidencia de la República,Comisionados propietarios y suplentes de sector periodismo electos para el periodo 2020 para el IAIP.,Admisión. Fecha de respuesta el 26-02-2020.,https://alac.funde.org/requests/5e41c64a0634d8e44d8ab5d5
2020-02-24,Ministerio de Salud,Compras de medicamentos de julio a diciembre 2019.,"Resolución final, concediendo el acceso a la información. N° 195-2020.",https://alac.funde.org/requests/5e4db6550634d8e44d8caa25
2020-02-24,Presidencia de la República,"Memorandos dirigidos MJSP, PNC, CJM para la convocatoria del 9 de febrero de 2020.",La oficial notificó ampliación a la petición por 5 días adicionales para dar respuesta. Fecha de respuesta el 02-03-20. Además compartió copia de un informe simple del acuerdo elaborado por el Secretario Jurídico de la Presidencia.,https://alac.funde.org/requests/5e45756f0634d8e44d8b39e5
2020-02-25,Ministerio de Hacienda,Ejecución y modificación presupuestarios de enero 2020.,Petición enviada,https://alac.funde.org/requests/5e55340b0634d8e44d8e04f2
2020-02-25,Ministerio de Hacienda,Ejecución y modificación presupuestarios de enero 2020.,La petición fue recibida y asignada el correlativo: MH-2020-050.,https://alac.funde.org/requests/5e55340b0634d8e44d8e04f2
2020-02-25,Presidencia de la República,"Memorandos dirigidos MJSP, PNC, CJM para la convocatoria del 9 de febrero de 2020.","En la contestación al correo de la oficial, se le requirió verificar el informe del acuerdo, debido a que es una transcripción cortada del acuerdo solicitado el cual no fue ese el requerimiento, y además se solicitó las copias de la notas emitidas por el secretario de la presidencia de fecha 18 y 21 del presente mes y año donde informa que la información es inexistente y donde remite el informe simple incompleto del acuerdo. ",https://alac.funde.org/requests/5e45756f0634d8e44d8b39e5
2020-02-25,Ministerio de Hacienda,Ejecución y modificación presupuestarios de enero 2020.,Petición creada,https://alac.funde.org/requests/5e55340b0634d8e44d8e04f2
2020-02-26,Fiscalía General de la República ,"Detalle anonimizado de procesos abreviados que han sido tramitados por Fiscalía en los últimos 5 años, desde enero 2015 a enero 2020. ",La petición fue asignada con número de Referencia: 109-UAIP-FGR-2020,https://alac.funde.org/requests/5e569f500634d8e44d8e6c05
2020-02-26,Fiscalía General de la República ,"Detalle anonimizado de procesos abreviados que han sido tramitados por Fiscalía en los últimos 5 años, desde enero 2015 a enero 2020. ",Petición enviada,https://alac.funde.org/requests/5e569f500634d8e44d8e6c05
2020-02-26,Alcaldía de San Salvador,Contrato de licitación por el servicio de vídeo vigilancia entre la empresa EyeTech Solutions y la Alcaldía S.S 2020.,Petición creada,https://alac.funde.org/requests/5e568cdf0634d8e44d8e5fc0
2020-02-26,Alcaldía de San Salvador,Contrato de licitación por el servicio de vídeo vigilancia entre la empresa EyeTech Solutions y la Alcaldía S.S 2020.,Petición enviada,https://alac.funde.org/requests/5e568cdf0634d8e44d8e5fc0
2020-02-26,Fiscalía General de la República ,"Detalle anonimizado de procesos abreviados que han sido tramitados por Fiscalía en los últimos 5 años, desde enero 2015 a enero 2020. ",Petición creada,https://alac.funde.org/requests/5e569f500634d8e44d8e6c05
2020-03-02,Alcaldía de San Salvador,Contrato de licitación por el servicio de vídeo vigilancia entre la empresa EyeTech Solutions y la Alcaldía S.S 2020.,"El oficial de información emitió resolución final, declarando que la información solicitada del expediente derivado de la licitación publica LPINT-01-AMSS-2019, se clasifica como ""Información Reservada"", por motivos de defensa nacional y seguridad pública (Art. 19 LAIP), por consiguiente la información no fue entregada. Ref. 85-UAIP-2020.",https://alac.funde.org/requests/5e568cdf0634d8e44d8e5fc0
2020-03-04,Ministerio de Hacienda,Registros de la ejecución mensual del gasto por clasificación presupuestaria de los ejercicios fiscales de 2007 a 2019.,Recurso de apelación presentado al IAIP: http://alac.funde.org/complains/5e5fd40f0634d8e44d903f62,https://alac.funde.org/requests/5e1e41db0634d8e44d855a37
2020-03-04,Ministerio de Hacienda,Ejecución y modificación presupuestarios de enero 2020.,"El oficial emitió resolución final, en la cual hace entrega de información parcial, declarando que la información financiera del OIE es reservada, por lo que se proporcionó archivo en versión publica. UAIP_RES_050_2_2020,  del caso MH-2020-050.",https://alac.funde.org/requests/5e55340b0634d8e44d8e04f2
2020-03-06,Alcaldía de San Salvador,Contrato de licitación por el servicio de vídeo vigilancia entre la empresa EyeTech Solutions y la Alcaldía S.S 2020.,Petición pasa a cerrada,https://alac.funde.org/requests/5e568cdf0634d8e44d8e5fc0
2020-03-06,Ministerio de Salud,Compras de medicamentos de julio a diciembre 2019.,Petición pasa a cerrada,https://alac.funde.org/requests/5e4db6550634d8e44d8caa25
2020-03-06,Ministerio de Hacienda,Ejecución y modificación presupuestarios de enero 2020.,Petición pasa a cerrada,https://alac.funde.org/requests/5e55340b0634d8e44d8e04f2
2020-03-06,Alcaldía de San Salvador,Contrato de licitación por el servicio de vídeo vigilancia entre la empresa EyeTech Solutions y la Alcaldía S.S 2020.,Recurso de apelación presentada al IAIP: https://alac.funde.org/complains/5e66a670148c2104adee4666,https://alac.funde.org/requests/5e568cdf0634d8e44d8e5fc0
2020-03-10,Ministerio de Hacienda,Declaración consolidada de renta e IVA de los años 2014 a 2018.,Petición pasa a cerrada,https://alac.funde.org/requests/5e309f730634d8e44d88734f
2020-03-11,Ministerio de Educación,"Copia del acuerdo, acta para convocar a candidatos para Comisionado Propietario del IAIP-2020",Petición creada,https://alac.funde.org/requests/5e694cb9148c2104adef1826
2020-03-11,Ministerio de Educación,"Copia del acuerdo, acta para convocar a candidatos para Comisionado Propietario del IAIP-2020",Solicitud enviada,https://alac.funde.org/requests/5e694cb9148c2104adef1826
2020-03-16,Ministerio de Educación,"Copia del acuerdo, acta para convocar a candidatos para Comisionado Propietario del IAIP-2020",Constancia de recepción. Ref. MINED-2020-0109,https://alac.funde.org/requests/5e694cb9148c2104adef1826
2020-03-16,Ministerio de Educación,"Copia del acuerdo, acta para convocar a candidatos para Comisionado Propietario del IAIP-2020",Entrega de la información. Acuerdo ejecutivo en el ramo de educación N° 15- 0112,https://alac.funde.org/requests/5e694cb9148c2104adef1826
2020-03-17,Ministerio de Educación,"Copia del acuerdo, acta para convocar a candidatos para Comisionado Propietario del IAIP-2020",Petición pasa a cerrada,https://alac.funde.org/requests/5e694cb9148c2104adef1826
2020-04-01,Ministerio de Salud,Plan de Emergencia del COVID-19,Petición creada,https://alac.funde.org/requests/5e84ad93d66fb67296887105
2020-04-07,Corte de Cuentas de la República,Plan de Auditoria de fondos publicos a realizar al Organo Ejecutivo por la Emergencia del COVID 19,Petición creada,https://alac.funde.org/requests/5e8d03a4d66fb6729689bd61
2020-04-13,Alcaldía Municipal de San Miguel,Copia de los protocolos y planes internos emitidos por el consejo municipal ante la emergencia Covid-19,Petición creada,https://alac.funde.org/requests/5e9544e8d66fb672968ac331
2020-04-13,Alcaldía Municipal de San Miguel,Copia de los protocolos y planes internos emitidos por el consejo municipal ante la emergencia Covid-19,Petición enviada,https://alac.funde.org/requests/5e9544e8d66fb672968ac331
2020-04-13,Alcaldía Municipal de San Miguel,Informe sobre los gastos efectuados para atender la emergencia del Covid-19,Petición creada,https://alac.funde.org/requests/5e95466dd66fb672968ac38f
2020-04-13,Alcaldía de San Salvador,Informe sobre los gastos efectuados para atender la emergencia del Covid-19 ,Petición enviada,https://alac.funde.org/requests/5e9543f4d66fb672968abf3b
2020-04-13,Alcaldía de San Salvador,Informe sobre los gastos efectuados para atender la emergencia del Covid-19 ,Petición creada,https://alac.funde.org/requests/5e9543f4d66fb672968abf3b
2020-04-13,Alcaldía de San Salvador,Copia de los protocolos y planes internos emitidos por el consejo municipal ante la emergencia Covid-19,Petición enviada,https://alac.funde.org/requests/5e9542b0d66fb672968abee4
2020-04-13,Alcaldía Municipal de San Miguel,Informe sobre los gastos efectuados para atender la emergencia del Covid-19,Petición enviada,https://alac.funde.org/requests/5e95466dd66fb672968ac38f
2020-04-13,Alcaldía de San Salvador,Copia de los protocolos y planes internos emitidos por el consejo municipal ante la emergencia Covid-19,Petición creada,https://alac.funde.org/requests/5e9542b0d66fb672968abee4
2020-04-17,Alcaldía de San Salvador,Copia de los protocolos y planes internos emitidos por el consejo municipal ante la emergencia Covid-19,"El oficial notificó admisión a la solicitud: ""Adjunto al presente Resolución 125-UAIP-2020, por medio de la cual se admite su solicitud de información  y se hace entrega de lo solicitado en el numeral 1 de la misma ( se adjunta formato excell)"",  en cuanto al protocolo y planes se quedan suspendidos los plazos administrativos hasta finalizada la emergencia nacional.",https://alac.funde.org/requests/5e9542b0d66fb672968abee4
2020-04-20,Alcaldia Municipal de Santa Ana,Informe sobre los gastos efectuados para atender la emergencia del Covid-19-Sta Ana,Petición enviada,https://alac.funde.org/requests/5e9e3145d66fb672968c0880
2020-04-20,Alcaldia Municipal de Santa Ana,Informe sobre los gastos efectuados para atender la emergencia del Covid-19-Sta Ana,Petición creada,https://alac.funde.org/requests/5e9e3145d66fb672968c0880
2020-04-20,Alcaldia Municipal de Santa Ana,Informe sobre los gastos efectuados para atender la emergencia del Covid-19-Sta Ana,"Se recibió correo de la UAIP de Santa Ana en la cual informo que NO será posible darle trámite a la solicitud de información debido a que la unidad se encuentra suspendida de labores-Decreto 599 y Decreto 593-, por lo que esta solicitud sera tramitada cuando las actividades de la Municipalidad se normalicen y el estado de emergencia nacional se haya superado. Solo consta de recibida.",https://alac.funde.org/requests/5e9e3145d66fb672968c0880
2020-04-20,Comisión Ejecutiva Portuaria Autonóma,"Detalle de los viajes internacionales realizados por el presidente Nayib Bukele en enero, febrero, marzo y abril del 2020",Petición enviada,https://alac.funde.org/requests/5e9e3299d66fb672968c0ff7
2020-04-20,Fiscalía General de la República ,"Registro de las denuncias y avisos atendidas por la CICIES entre marzo y abril 2020, y protocolo",Petición enviada,https://alac.funde.org/requests/5e9e2ec9d66fb672968c004e
2020-04-20,Alcaldia Municipal de Ahuachapan,Informe sobre los gastos efectuados para atender la emergencia del Covid-19-Ahuachapán,Petición creada,https://alac.funde.org/requests/5e9e31d0d66fb672968c0c30
2020-04-20,Alcaldia Municipal de Ahuachapan,Informe sobre los gastos efectuados para atender la emergencia del Covid-19-Ahuachapán,Petición enviada,https://alac.funde.org/requests/5e9e31d0d66fb672968c0c30
2020-04-20,Comisión Ejecutiva Portuaria Autonóma,"Detalle de los viajes internacionales realizados por el presidente Nayib Bukele en enero, febrero, marzo y abril del 2020",Petición creada,https://alac.funde.org/requests/5e9e3299d66fb672968c0ff7
2020-04-20,Fiscalía General de la República ,"Registro de las denuncias y avisos atendidas por la CICIES entre marzo y abril 2020, y protocolo",Petición creada,https://alac.funde.org/requests/5e9e2ec9d66fb672968c004e
2020-04-20,Alcaldía de San Salvador,Copia de los protocolos y planes internos emitidos por el consejo municipal ante la emergencia Covid-19,"El oficial remitió resolución de admisión 125-UAIP-2020, aduciendo que existió un error en fecha en la primera resolución del 17 de abril 2020, por lo que remite la corregida, sin embargo no consta firma del titular.",https://alac.funde.org/requests/5e9542b0d66fb672968abee4
2020-04-20,Fiscalía General de la República ,Denuncias y avisos presentadas ante la Fiscalia sobre emergencia nacional- Covid-19-,Petición creada,https://alac.funde.org/requests/5e9e2e55d66fb672968bfff6
2020-04-20,Alcaldía de San Salvador,Informe sobre los gastos efectuados para atender la emergencia del Covid-19 ,"El oficial: ""Adjunto al presente Resolución 126-UAIP-2020, por medio de la cual se admite su solicitud de información."" Pero queda suspendida el plazo de respuesta de conformidad a los decretos legislativos 593, 599 y 631 del 16 de marzo de 2020, hasta nuevo aviso.",https://alac.funde.org/requests/5e9543f4d66fb672968abf3b
2020-04-20,Fiscalía General de la República ,Denuncias y avisos presentadas ante la Fiscalia sobre emergencia nacional- Covid-19-,Petición enviada,https://alac.funde.org/requests/5e9e2e55d66fb672968bfff6
2020-04-21,Procuraduría para la Defensa de los Derechos Humanos,informe rindiendo situación de derechos humanos en albergues a la Asamblea Legislativa durante la Emergencia Nacional del COVID-19 de fecha 12 de abril del año 2020 y otros,Petición enviada,https://alac.funde.org/requests/5e9f7ab1d66fb672968c6a09
2020-04-21,Procuraduría para la Defensa de los Derechos Humanos,informe rindiendo situación de derechos humanos en albergues a la Asamblea Legislativa durante la Emergencia Nacional del COVID-19 de fecha 12 de abril del año 2020 y otros,Petición creada,https://alac.funde.org/requests/5e9f7ab1d66fb672968c6a09
2020-04-21,Ministerio de Salud,Número de muertes por Neumonías de enero a abril de 2020.,Petición enviada,https://alac.funde.org/requests/5e9f79fcd66fb672968c6626
2020-04-21,Ministerio de Salud,Número de muertes por Neumonías de enero a abril de 2020.,Petición creada,https://alac.funde.org/requests/5e9f79fcd66fb672968c6626
2020-04-21,Ministerio de Salud,Compras de medicamentos de enero a abril 2020.,Petición enviada,https://alac.funde.org/requests/5e9f78b7d66fb672968c65a7
2020-04-21,Ministerio de Salud,Compras de medicamentos de enero a abril 2020.,Petición creada,https://alac.funde.org/requests/5e9f78b7d66fb672968c65a7
2020-04-21,Ministerio de Salud,"Registro de avisos, quejas o denuncias recibidas la oficina del derecho a la salud relacionadas a la emergencia nacional de Covid-19. ",Petición enviada,https://alac.funde.org/requests/5e9f7797d66fb672968c6192
2020-04-21,Ministerio de Salud,"Registro de avisos, quejas o denuncias recibidas la oficina del derecho a la salud relacionadas a la emergencia nacional de Covid-19. ",Petición creada,https://alac.funde.org/requests/5e9f7797d66fb672968c6192
2020-04-21,Ministerio de Salud,"Planes de compra 2020 para la adquisición de medicamentos, mascarillas, respiradores para la emergencia Covid-19",Petición creada,https://alac.funde.org/requests/5e9f7b11d66fb672968c6a2f
2020-04-21,Ministerio de Salud,"Planes de compra 2020 para la adquisición de medicamentos, mascarillas, respiradores para la emergencia Covid-19",Petición enviada,https://alac.funde.org/requests/5e9f7b11d66fb672968c6a2f
2020-04-21,Ministerio de Hacienda,Ejecución y modificación presupuestarios de febrero a marzo 2020.,Solicitud recibida: MH-2020-079.   Pero con suspensión de plazos.,https://alac.funde.org/requests/5e9f76c5d66fb672968c5a09
2020-04-21,Ministerio de Hacienda,Ejecución y modificación presupuestarios de febrero a marzo 2020.,Petición creada,https://alac.funde.org/requests/5e9f76c5d66fb672968c5a09
2020-04-21,Procuraduría para la Defensa de los Derechos Humanos,"Solicitud de informe sobre denuncias de vulneraciones a los derechos humanos en albergues, detenciones arbitrarias y falta de equipo para personal médico en hospitales, en el marco de la emergencia por la pandemia COVID-19.",Petición enviada,https://alac.funde.org/requests/5e9f6c05d66fb672968c49d6
