year,ticket,date,title,msg,status
2017,26,2017-11-30,Rectificación de datos personales en Central de Riesgos de la Superintendencia del Sistema Financiero,"En relación a la respuesta obtenida por parte del OI de la SSF,",closed
2017,15,2017-11-30,Ubicación de camión supuestamente donado a alcaldía de Zaragoza,El 02/10/17 se solicitó información del camión al VMT.  El 13,closed
2017,26,2017-11-30,Rectificación de datos personales en Central de Riesgos de la Superintendencia del Sistema Financiero,Documentos,closed
2017,25,2017-12-01,"Vecinos solicitaron información de la empresa municipal de agua, Armenia",Usuario (a) solicita que se le brinde orientación y asistencia,closed
2017,26,2017-12-01,Rectificación de datos personales en Central de Riesgos de la Superintendencia del Sistema Financiero,Documentos emitidos por el Juzgado de lo Civil de Sonsonate,closed
2017,26,2017-12-01,Rectificación de datos personales en Central de Riesgos de la Superintendencia del Sistema Financiero,La respuesta que se obtuvo por parte de la unidad de atención a,closed
2017,30,2017-12-08,Planes de mantenimiento de vías e informes de ejecución FOVIAL,Archivos anexos:,closed
2017,30,2017-12-08,Planes de mantenimiento de vías e informes de ejecución FOVIAL,Se abre este ticket por una solicitud de información presentada,closed
2017,30,2017-12-09,Planes de mantenimiento de vías e informes de ejecución FOVIAL,"Según la estrategia recomendada en este caso, se comparten con",closed
2017,31,2017-12-12,Pagos en remuneraciones hechos por empresa contratada por alcaldía municipal,**Alcadlía de Suchitoto: trabajadores en una obra pública ejecu,closed
2017,31,2017-12-12,Pagos en remuneraciones hechos por empresa contratada por alcaldía municipal,Se sugiere al usuario durante la audiencia citar el párrafo seg,closed
2017,32,2017-12-12,Investigación sobre compras de combustible en instituciones públicas,Se atendió en oficina de ALAC a usuaria que está realizando una,closed
2017,11,2017-12-12,Actas municipios libres de violencia,Informe de las solicitudes de información  - Alcaldía de Ilop,closed
2017,13,2017-12-12,Documentos generados en ocasión de la truega entre pandillas,Informe de las solicitudes de información  - Alcaldía de Ilop,closed
2017,27,2017-12-13,Denuncia por violaciones a los derechos laborales e irregularidades en el Ministerio de Trabajo de Zacatecoluca,Se recibió llamada del usuario para brindar nueva información,closed
2017,30,2017-12-13,Planes de mantenimiento de vías e informes de ejecución FOVIAL,Usuario presentó apelación ante el Instituto. Sobre una nueva p,closed
2017,31,2017-12-13,Pagos en remuneraciones hechos por empresa contratada por alcaldía municipal,"Se acompañó al usuario, sin embargo la audiencia fue suspendida",closed
2017,18,2017-12-13,Acceso a papeles de trabajo e Informe de la Gestión Financiera del Estado ejercicio fiscal 2016,"En la resolución de entrega de la información, en cuanto a los",closed
2017,33,2017-12-13,Posible doble remuneración de miembro del pleno del TEG,**Posible doble remuneración de miembro del pleno del TEG**,closed
2017,13,2017-12-13,Documentos generados en ocasión de la truega entre pandillas,Se sostuvo una reunión con el usuario para revisar el estado de,closed
2017,13,2017-12-13,Documentos generados en ocasión de la truega entre pandillas,"Para obtener los datos del gasto en seguridad, se sugirió obten",closed
2017,27,2017-12-13,Denuncia por violaciones a los derechos laborales e irregularidades en el Ministerio de Trabajo de Zacatecoluca,- Licda. Iriam Martinez  (MTPS San Salvador) Cel. 7860-2782 -,closed
2017,26,2017-12-14,Rectificación de datos personales en Central de Riesgos de la Superintendencia del Sistema Financiero,El 28 de noviembre de 2017 se interpuso recurso de apelación an,closed
2017,13,2017-12-14,Documentos generados en ocasión de la truega entre pandillas,Respecto al caso de la Alcaldía de San Vicente se notificó seña,closed
2017,34,2017-12-18,Presunta actuación irregular de fiscal en Chalatenango,Se presentó usuario (a) a que se le brindara asesoría legal res,closed
2017,41,2017-12-20,"Solicitud para el Minsal o para el Hospital Nacional de la Mujer (HNM) Pregunta 11. ¿Cuál es el número de personas disponibles para atender directamente la salud materna y desglosado por categorías de profesión u oficio del HNM, desde el 2002 al 2017? Documento: Informe del número de personas disponibles para atender directamente la salud materna y desglosado por categorías de profesión u oficio del HNM, desde el 2002 al 2017","Solicitar el Minsal o al HNM, en cuadro excel u otro con format",closed
2017,27,2017-12-20,Denuncia por violaciones a los derechos laborales e irregularidades en el Ministerio de Trabajo de Zacatecoluca,Se presentó usuario a brindar documentación sobre el caso CEFIN,closed
2017,48,2017-12-20,"Evaluación y los resultados finales del Plan Estratégico Nacional para la reducción de la mortalidad materna, perinatal y neonatal, 2011-2014",Solicitar al MINSAL en el formato que esté disponible,closed
2017,48,2017-12-20,"Evaluación y los resultados finales del Plan Estratégico Nacional para la reducción de la mortalidad materna, perinatal y neonatal, 2011-2014",Solicitud para el MINSAL Pregunta 28. ¿Cuál ha sido la evaluac,closed
2017,47,2017-12-20,Hogares de espera materna del Ministerio de Salud,Solicitar al Minsal en formato de excel o utra opción de dato a,closed
2017,47,2017-12-20,Hogares de espera materna del Ministerio de Salud,Solicitar al MINSAL:  Pregunta 22. ¿Cuál es la ubicación geog,closed
2017,46,2017-12-20,Estadísticas de parteras,Solicitar el MINSAL en formato excel u otra opción de dato abie,closed
2017,31,2017-12-20,Pagos en remuneraciones hechos por empresa contratada por alcaldía municipal,El 19 de diciembre de 2017 se acompaño al usuario a la audienci,closed
2017,46,2017-12-20,Estadísticas de parteras,Solicitar el MINSAL:  Pregunta 20. ¿Cuál es el número de part,closed
2017,45,2017-12-20,Prevalencia de muerte materna,Solicitar al Minsal en formato excel u otra opción de dato abie,closed
2017,45,2017-12-20,Prevalencia de muerte materna,Solicitud al MINSAL:  Pregunta 18. ¿Cuáles son las regiones g,closed
2017,35,2017-12-20,buenas noches necesito el codigo para proceder a realizar a inscribirme en el curso de la institucion gracias,buenas noches necesito el codigo para proceder a realizar a ins,closed
2017,35,2017-12-20,buenas noches necesito el codigo para proceder a realizar a inscribirme en el curso de la institucion gracias,"mi nombre es yeisel quiñones CI: 25766859 vivo en san diego , e",closed
2017,42,2017-12-20,Medicamentos para la atención de salud materna,Solicitud para el MINSAL o para el Hospital Nacional de la Muje,closed
2017,44,2017-12-20,Capacitación a personal del Ministerio de Salud sobre saluda materna,Solicitar al MINSAL o al HNM en formato excel o en otra opción,closed
2017,36,2017-12-20,"MINSAL o al  Hospital Nacional de la Mujer (HNM):  Pregunta 1. ¿Cuáles han sido los resultados de la tasa de mortalidad materna en El Salvador desde el 2002 al 2017? Documento: Informe de la tasa de mortalidad materna desde el 2002 al 2017  Preguntas 2. ¿Cuál es el número de partos atendidos por personal calificado en el HNM desde el 2002 al 2017 en el HNM? Documento: Informe del número de partos atendidos por personal calificado del HNM, desde el 2002 al 2017",MINSAL o al  Hospital Nacional de la Mujer (HNM):   Pregunta,closed
2017,36,2017-12-20,"MINSAL o al  Hospital Nacional de la Mujer (HNM):  Pregunta 1. ¿Cuáles han sido los resultados de la tasa de mortalidad materna en El Salvador desde el 2002 al 2017? Documento: Informe de la tasa de mortalidad materna desde el 2002 al 2017  Preguntas 2. ¿Cuál es el número de partos atendidos por personal calificado en el HNM desde el 2002 al 2017 en el HNM? Documento: Informe del número de partos atendidos por personal calificado del HNM, desde el 2002 al 2017",Los documentos de preferencia en formato excel ú otras opciones,closed
2017,43,2017-12-20,Unidades de transporte para atender emergencias maternas,Solicitar al MINSAL o al HNM en formato excel u otra opción en,closed
2017,43,2017-12-20,Unidades de transporte para atender emergencias maternas,Solicitud al MINSAL o al Hospital Nacional de la Mujer (HNM) P,closed
2017,37,2017-12-20,"Al MINSAL u Hospital Nacional de la Mujer (HNM) Pregunta 3. ¿Cuáles han sido las causas de muerte materna durante el embarazo y el número de muertes por cada causa en el HNM, desde el 2002 al 2017? Documento: Informe de las causas de muerte materna durante el embarazo y el número de muertes por cada causas en el HNM, desde el 2002 al 2017. Pregunta 4. ¿Cuáles han sido las causas de muerte materna durante el parto y el número de muertes por cada causa en el HNM, desde el 2002 al 2017? Documento: Informe de las causas de muerte materna durante el parto y el número de muertes por cada causa en el HNM, desde el 2002 al 2017 Pregunta 5. ¿Cuáles han sido las causas de muerte materna durante el puerperio y el número de muertes por cada causa en el HNM, desde el 2002 al 2017? Documento: Informe de las causas de muerte materna durante el puerperio y el número de muertes por casa causa en el HNM, desde el 2002 al 2017",Al MINSAL u Hospital Nacional de la Mujer (HNM)  Pregunta 3.,closed
2017,37,2017-12-20,"Al MINSAL u Hospital Nacional de la Mujer (HNM) Pregunta 3. ¿Cuáles han sido las causas de muerte materna durante el embarazo y el número de muertes por cada causa en el HNM, desde el 2002 al 2017? Documento: Informe de las causas de muerte materna durante el embarazo y el número de muertes por cada causas en el HNM, desde el 2002 al 2017. Pregunta 4. ¿Cuáles han sido las causas de muerte materna durante el parto y el número de muertes por cada causa en el HNM, desde el 2002 al 2017? Documento: Informe de las causas de muerte materna durante el parto y el número de muertes por cada causa en el HNM, desde el 2002 al 2017 Pregunta 5. ¿Cuáles han sido las causas de muerte materna durante el puerperio y el número de muertes por cada causa en el HNM, desde el 2002 al 2017? Documento: Informe de las causas de muerte materna durante el puerperio y el número de muertes por casa causa en el HNM, desde el 2002 al 2017",Solicitar al MINSAL o al HNM en formato excel u otra opción com,closed
2017,42,2017-12-20,Medicamentos para la atención de salud materna,Solicitar al Minsal o HNM en formato excel u otra opción de dat,closed
2017,38,2017-12-20,"Solicitud al MINSAL o al Hospital Nacional de la Mujer (HNM): Pregunta 6. ¿Cuál es el presupuesto del Hospital Nacional de la Mujer (HNM) desde el año 2002 al 2017, por unidad presupuestaria y líneas de trabajo de los Servicios Integrales en Salud (Atención Ambulatoria, Atención Hospitalaria y Fortalecimiento de la Salud de la Mujer)? Documento: Presupuestos votados para el HNM desde el 2002 al 2017, por unidad presupuestaria y líneas de trabajo de los Servicios Integrales en Salud: Atención Ambulatoria, Atención Hospitalaria y Fortalecimiento de la Salud de la Mujer.",Solicitud al MINSAL o al Hospital Nacional de la Mujer (HNM):,closed
2017,38,2017-12-20,"Solicitud al MINSAL o al Hospital Nacional de la Mujer (HNM): Pregunta 6. ¿Cuál es el presupuesto del Hospital Nacional de la Mujer (HNM) desde el año 2002 al 2017, por unidad presupuestaria y líneas de trabajo de los Servicios Integrales en Salud (Atención Ambulatoria, Atención Hospitalaria y Fortalecimiento de la Salud de la Mujer)? Documento: Presupuestos votados para el HNM desde el 2002 al 2017, por unidad presupuestaria y líneas de trabajo de los Servicios Integrales en Salud: Atención Ambulatoria, Atención Hospitalaria y Fortalecimiento de la Salud de la Mujer.",Solicitar en formatos excel u otra opción en formato de dato ab,closed
